"unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
9870,"T0000185","flat",0.0619,722.9619,46300,46300,46300,46800,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,47300,46800,47300,47300,47300,47300,47300,47300,47300,46800,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,"WK"
9871,"T0000185","flat-z",0.0542,723.2486,52200,51700,52200,52200,52700,52700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,52700,52700,52700,52200,52200,51700,51700,51200,50700,50200,46800,46800,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,44900,45400,44400,44900,44900,NA,"WK"
9872,"T0000185","flat",0.1085,723.3408,52200,52700,52700,52700,53200,53200,53700,53700,53700,53700,53700,53700,54100,54100,54100,54100,54100,54100,54100,54100,54100,53700,53700,53700,53700,53700,53700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,52700,52700,52700,52700,52700,52700,52200,52200,52200,51700,51700,51200,51200,"WK"
9873,"T0000185","short-ur",0.0035,723.7432,54100,54100,54100,54100,54100,54100,54100,55100,55100,55100,55100,55100,55100,55100,55600,55600,55600,55600,55600,55600,55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,"WK"
9874,"T0000185","flat",0.15,765.2771,NA,NA,NA,NA,NA,42900,NA,43400,NA,NA,43900,42900,43400,42900,42900,NA,43400,44400,NA,44400,44400,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,44900,45400,44900,45400,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,NA,NA,43400,"WK"
9875,"T0000185","flat",0.0588,765.7241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42900,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42900,42900,43900,43900,42900,NA,NA,NA,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9876,"T0000185","flat",0.0491,766.0129,NA,NA,NA,NA,NA,NA,NA,NA,43400,NA,NA,43900,43400,NA,NA,43400,NA,NA,NA,NA,NA,43400,43900,44400,NA,NA,43400,NA,43400,43900,44400,NA,NA,NA,NA,NA,NA,NA,NA,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9877,"T0000185","flat",0.0757,766.4614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42900,42900,NA,NA,43400,43400,NA,43900,42900,42900,44400,43400,43900,43400,NA,43400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9878,"T0000185","flat",0.0752,766.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43900,43900,NA,43900,NA,NA,NA,16600,34100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9879,"T0000185","flat",0.0281,767.1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43400,42900,NA,42900,NA,NA,NA,42400,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9880,"T0000185","short",0.0097,777.1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89800,89800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89300,89300,89300,89300,89300,89300,88800,88800,89800,89800,89800,88800,88800,NA,NA,NA,NA,NA,NA,"WK"
9881,"T0000185","flat",0.1771,778.4504,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,44900,44400,44400,44400,44400,43900,44400,44400,43900,43400,NA,NA,NA,NA,42400,NA,NA,NA,NA,NA,NA,NA,42400,NA,NA,NA,42400,NA,NA,42900,43400,42900,42900,42900,NA,"WK"
9882,"T0000185","flat",0.0532,779.1011,NA,NA,NA,NA,NA,NA,42400,NA,NA,42900,42900,NA,42400,NA,NA,NA,NA,NA,NA,NA,NA,42400,42900,42900,42900,NA,NA,42400,42400,43400,NA,NA,NA,42400,42400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9883,"T0000185","short",0.0087,870.9831,61500,61500,61500,NA,NA,NA,62000,62000,62000,62500,62500,62500,63400,63400,63400,62900,62900,62900,62900,62900,62900,62900,62900,62900,63900,63900,63400,63400,63400,63400,63400,63400,63400,63400,63400,64400,64400,64400,63900,63900,63900,63400,63400,63400,63400,63400,63400,63400,63400,63400,"WK"
9884,"T0000185","flat-z",0.0501,877.3565,62500,62900,NA,63400,64900,NA,64400,64400,64400,64400,64400,65400,NA,NA,64400,64900,65400,64400,64400,64400,63900,63900,63400,62900,63400,62500,NA,NA,51200,60500,60000,NA,60500,59500,59500,59000,58500,NA,58500,58500,58500,58500,58500,NA,58500,58500,NA,NA,NA,NA,"WK"
9885,"T0000185","flat",0.0409,877.7763,NA,63400,NA,NA,NA,NA,NA,63900,64900,64900,64900,64400,64900,63900,64900,63900,64900,63900,NA,NA,NA,NA,NA,NA,NA,NA,63400,NA,NA,NA,63900,62900,NA,NA,NA,62500,62500,62500,62500,62900,62500,62000,62000,62500,61500,NA,NA,NA,NA,NA,"WK"
9886,"T0000185","flat",0.0184,878.0057,61000,61000,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,60000,60000,60500,60500,60000,"WK"
9887,"T0000185","short",0.0071,878.5295,54600,54600,54600,54600,54600,54600,54600,55100,55100,55100,55100,55100,55100,55100,56100,56100,56100,56100,NA,NA,NA,NA,NA,NA,NA,56100,56100,56100,56600,56600,56600,56600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,"WK"
9888,"T0000185","flat",0.0153,908.7236,NA,NA,NA,NA,72700,72700,72700,72700,72700,72700,72700,72700,72700,72700,NA,73200,73200,73700,73700,73700,NA,NA,73200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73700,73700,73700,74700,74700,NA,NA,NA,72700,72700,72700,72700,72700,72700,72700,72200,72200,"WK"
9889,"T0000185","flat-z",0.1054,1003.5143,NA,49800,49800,49800,49800,49800,49800,49300,49300,49300,48800,NA,45800,45800,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,NA,43400,NA,NA,NA,"WK"
9890,"T0000185","upward ramp",0.0122,1065.3353,NA,NA,NA,17500,17500,17500,17500,18500,18500,16600,16600,18000,18000,16600,16600,20000,20000,20000,20000,20000,20000,28300,28300,28800,28800,28300,28300,26800,26800,28800,28800,26300,26300,31200,31200,31700,31700,33600,33600,NA,NA,NA,NA,34100,34100,34100,34100,34100,34100,NA,"WK"
9891,"T0000185","short",0.0087,1067.0781,NA,NA,NA,28800,28800,28800,27300,27300,27300,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,27800,"WK"
9892,"T0000185","complex",0.0302,1075.0725,72700,75100,74200,74700,75100,NA,78100,79500,79100,79500,79100,79100,79100,78100,77600,74700,74700,74700,74200,73700,73200,73200,73200,72700,72700,72200,72200,72200,72200,71700,71700,71700,71700,71700,71700,71700,72200,72200,72200,72200,72700,72700,72700,72700,73200,73200,73200,73200,73200,72200,"WK"
9893,"T0000185","short",0.0102,1077.9263,NA,NA,NA,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107900,107400,107400,107400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106400,106400,106400,105900,105900,105900,105900,NA,"WK"
9894,"T0000185","flat",0.0675,1137.3332,44900,45400,44900,44900,45800,44900,44900,44400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44900,44900,44400,44400,43900,44400,44400,43900,43900,43900,44400,43900,43400,43400,NA,NA,NA,"WK"
9895,"T0000185","flat",0.2513,1137.9215,NA,42900,43900,42900,43400,42900,42900,42900,42900,42400,NA,42900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43400,42900,42900,43400,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,42900,"WK"
9896,"T0000185","flat",0.1157,1138.3972,NA,NA,43900,NA,42900,42400,NA,42900,42900,NA,42900,NA,NA,NA,NA,43400,NA,NA,NA,NA,42400,NA,42400,42400,42900,42900,42900,43400,43900,43400,43400,43900,43900,43400,43400,43400,43400,43400,43400,42900,43400,43900,43400,NA,43400,43900,42900,43400,42900,NA,"WK"
9897,"T0000185","flat",0.0343,1169.5185,59500,59500,59500,60500,60000,60000,60000,61000,61000,61000,60500,61000,61000,61000,61500,61000,61000,61000,61000,61000,61000,61000,NA,NA,NA,NA,61000,NA,60500,NA,NA,NA,NA,NA,60500,60500,NA,60500,61500,61000,60500,61000,61000,61500,61500,61000,61000,61500,60500,60500,"WK"
9898,"T0000185","unclear",0.0225,1216.4484,NA,NA,71200,72200,72200,72200,78100,NA,NA,67300,67300,68300,67300,NA,NA,NA,66800,65900,66800,65400,65400,66400,66800,65900,67300,65400,62900,63900,62900,62900,62900,64400,NA,66800,99100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70800,NA,NA,70800,69800,"WK"
9899,"T0000185","short",0.0066,1239.3,NA,NA,NA,NA,NA,NA,NA,NA,62900,62900,62900,62900,62900,62900,62900,62900,62500,62500,62500,63400,63400,63400,63400,63400,63400,63400,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9900,"T0000185","short",0.0061,1297.5574,NA,NA,NA,NA,NA,NA,NA,NA,NA,62900,62900,62900,62900,63400,63400,63400,63400,62900,62900,62900,62900,63900,63900,63900,63900,63400,63400,63400,63400,63900,63900,63900,63900,64400,64400,64400,64400,63900,63900,63900,63900,63900,63900,63900,63900,63900,63900,63900,63900,63900,"WK"
9901,"T0000185","flat",0.0158,1304.1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9902,"T0000185","flat",0.0266,1514.1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9903,"T0000185","flat",0.0317,1570.4821,NA,NA,NA,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46800,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,46300,45800,45800,45800,45800,45800,45400,"WK"
9904,"T0000185","flat",0.0721,1570.5855,44400,44400,44900,43900,44900,44400,44400,45400,44400,NA,45400,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,45800,NA,"WK"
9905,"T0000185","flat",0.0302,1571.8215,NA,NA,NA,NA,NA,43900,43900,NA,44900,43900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44900,44900,44400,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9906,"T0000185","short-c",0.0092,1632.2585,NA,NA,NA,61500,61500,61500,61500,61500,61500,62000,62000,62000,62000,62000,62500,62500,62500,62500,62500,62500,62500,62500,62500,62500,62500,62900,62900,62900,62900,62900,62500,62500,62500,62500,62500,62500,62500,62500,62500,62000,62000,62000,62000,62000,62000,62000,62000,62000,62000,60500,"WK"
9907,"T0000185","flat",0.0276,1675.5753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9908,"T0000190","short",0.0046,0.1781,NA,NA,NA,NA,NA,NA,95200,95200,95200,95200,95200,NA,NA,NA,NA,NA,NA,95200,95200,95200,95200,95200,95200,95200,95200,95200,95200,95200,95700,95700,95700,95700,95700,NA,NA,NA,NA,NA,NA,95200,95200,95200,95200,95200,NA,NA,NA,NA,NA,NA,"WK"
9909,"T0000190","short",0.0102,0.7562,NA,NA,NA,49800,49800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48800,48800,48800,48800,48800,48800,48800,48800,48300,48300,48300,48300,48300,48300,48300,47800,47800,47800,48300,48300,NA,NA,NA,"WK"
9910,"T0000190","flat",0.0578,0.7946,48300,48800,48800,48800,48800,49300,49300,49800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,47800,47800,47800,47800,47300,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,46300,"WK"
9911,"T0000190","flat",0.0327,1.0772,NA,46800,46800,NA,NA,46800,46800,47300,46800,46800,47300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45800,45400,44900,44900,44900,NA,NA,44400,NA,NA,NA,"WK"
9912,"T0000190","flat",0.0148,1.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61500,61500,62500,62500,62000,62500,62500,63400,63400,62900,62900,62900,62900,62900,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,NA,NA,63400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9913,"T0000190","flat",0.0133,1.923,NA,NA,62900,62900,62500,62500,62500,62500,62500,62500,62900,62900,NA,NA,63400,63400,63900,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,63900,63900,63400,63400,63400,63400,NA,NA,63400,63400,NA,NA,NA,NA,NA,NA,"WK"
9914,"T0000190","short-c",0.0061,2.5605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97100,97100,97100,97100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9915,"T0000190","short-ur",0.0087,3.6111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50700,50700,51200,51200,51200,NA,NA,NA,NA,NA,NA,53700,53700,53700,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,53700,"WK"
9916,"T0000190","step up",0.0266,3.9065,NA,NA,NA,NA,NA,NA,NA,44900,44900,44900,NA,NA,NA,NA,NA,NA,44900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71200,71200,71200,71700,70800,70800,71200,70800,70300,NA,"WK"
9917,"T0000190","flat",0.0286,4.1687,45400,45800,45800,45800,45800,45800,45800,45800,45400,45800,45800,45800,45800,45400,45400,45400,45400,45800,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,44900,44900,44400,"WK"
9918,"T0000190","flat",0.0189,4.2214,44900,44900,44900,45400,44900,44900,NA,NA,NA,NA,NA,NA,45400,45400,45400,45800,45400,45400,45400,45800,45400,45400,45400,45400,45400,45400,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,44900,44900,44400,"WK"
9919,"T0000190","step up",0.0245,4.4538,44900,44900,44400,45400,44900,45400,45800,45800,45800,46300,46300,46300,46800,46800,46800,46800,46800,46800,47300,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,45800,45800,45400,45400,NA,NA,NA,NA,70800,70800,NA,70800,69800,NA,68800,NA,NA,68800,NA,"WK"
9920,"T0000190","flat",0.0148,5.0365,NA,NA,NA,NA,NA,NA,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,NA,NA,NA,NA,NA,NA,45400,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9921,"T0000190","flat",0.0496,5.2945,NA,NA,43900,44400,44400,44400,44900,44900,44900,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,45800,45400,44900,NA,"WK"
9922,"T0000190","flat-z",0.0302,5.5818,52200,51700,52200,52200,52200,52200,52200,52200,52200,51700,52200,51700,51700,52200,52200,51700,51700,51700,51700,51700,51700,51700,51200,NA,NA,NA,NA,NA,NA,NA,NA,48300,47300,47300,47300,NA,20000,NA,23400,46800,46800,46800,46800,46800,NA,NA,45800,46300,45400,NA,"WK"
9923,"T0000190","flat",0.0281,5.8286,44900,45400,45400,45400,45400,45800,45400,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,69800,"WK"
9924,"T0000190","flat",0.0307,5.955,NA,NA,100500,102000,101500,102000,102500,102500,103000,19000,103500,18500,19500,21900,104000,104000,104000,104000,104000,104000,104400,104400,104400,104400,104400,104400,104400,104400,104400,104400,104400,104400,104400,104400,104400,104000,104000,104000,104000,104000,104000,104000,104000,104000,103500,104000,103000,103000,102500,102000,"WK"
9925,"T0000190","flat",0.022,6.0963,45400,45400,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,47300,46800,46800,46800,46300,"WK"
9926,"T0000190","flat",0.022,6.3278,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,47300,46800,46800,46800,46800,46800,47300,47300,47300,46800,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,45800,45800,45400,"WK"
9927,"T0000190","flat-mz",0.0256,6.5802,NA,46800,46800,47300,47300,47300,47300,47300,47300,NA,47300,NA,47300,47800,47800,47800,47800,47800,48300,48300,48300,NA,NA,NA,NA,NA,51700,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50200,49800,NA,NA,NA,47800,NA,47800,NA,NA,NA,NA,"WK"
9928,"T0000190","flat-mz",0.0358,6.828,NA,NA,NA,46800,47300,47300,47800,47800,47800,48300,48300,48300,48800,NA,NA,NA,51200,51200,NA,51700,51700,51700,51200,51700,51200,NA,NA,NA,50200,50200,50700,NA,NA,48300,48300,48300,48300,47800,47800,47800,47300,47300,NA,46800,NA,46800,46800,NA,NA,NA,"WK"
9929,"T0000190","short",0.0056,7.0932,NA,NA,NA,NA,NA,NA,NA,NA,NA,47300,47300,47300,47300,47300,47300,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47300,47300,47300,47300,47300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9930,"T0000190","flat",0.0332,7.6047,NA,NA,NA,NA,44900,44900,44900,NA,44900,44900,45800,45800,44900,44900,45400,44900,45400,44900,44900,44900,44900,44900,44900,44900,45400,44900,45400,45400,45400,45800,45800,46300,46300,46300,46800,46800,46800,47300,47300,47300,47300,47300,47300,46800,46800,46800,45800,45800,45800,44900,"WK"
9931,"T0000190","short-c",0.0122,8.5473,53700,53700,53700,54100,54100,53700,53700,54600,54600,54600,54600,55100,55100,NA,NA,55100,55100,56600,56600,57600,57600,58100,58100,59000,59000,58500,58500,59000,59000,59500,59500,60000,60000,60000,60000,60000,60000,59500,59500,60000,60000,59000,59000,58500,58500,58500,58500,NA,NA,NA,"WK"
9932,"T0000190","short",0.0061,10.0925,NA,NA,NA,NA,NA,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9933,"T0000190","flat",0.024,10.6183,NA,NA,NA,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,47300,46800,46800,47300,47300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45400,45400,44900,44400,44900,"WK"
9934,"T0000190","flat",0.0199,11.4928,NA,NA,NA,47800,46800,46800,47300,47300,47300,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,NA,NA,47800,47800,47800,48300,48300,47800,47800,47300,47300,47300,46800,NA,NA,NA,"WK"
9935,"T0000190","short",0.0102,11.7754,NA,NA,NA,NA,NA,NA,NA,NA,48800,48800,48800,48800,48800,48300,48300,48300,48300,48300,47800,47800,48300,48300,48300,47800,47800,NA,NA,NA,NA,NA,NA,NA,47800,47800,47800,47800,47800,47800,47800,47800,48300,48300,NA,NA,NA,NA,NA,NA,NA,NA,"WK"
9936,"T0000190","short-c",0.0097,12.9556,NA,NA,NA,46300,46300,46300,46800,46800,47300,47300,47300,47300,47300,48800,48800,48800,48300,48300,48300,49300,49300,49800,49800,49800,51700,51700,52200,52200,52200,51200,51200,52200,52200,52200,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,51700,51700,51700,NA,NA,NA,"WK"
9937,"T0000190","flat",0.0225,13.2628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46300,23900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22900,22400,NA,NA,NA,NA,NA,NA,NA,24400,NA,NA,94700,NA,NA,NA,"WK"
9938,"T0000190","flat",0.0184,13.5603,NA,NA,NA,45800,45800,45800,46300,47300,47300,93700,46800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48800,42400,NA,NA,NA,NA,NA,NA,NA,48300,48300,48300,NA,47800,47800,48300,47300,47300,47300,NA,NA,NA,NA,NA,NA,NA,"WK"
9939,"T0000190","flat",0.0128,14.2044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46800,46800,47300,47300,47300,47300,48300,48300,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,95700,95700,47800,47800,95700,95700,47800,47800,47300,47300,95700,95700,NA,NA,94200,94200,NA,NA,NA,NA,NA,NA,"WK"
9940,"T0000190","inverted-u",0.0143,14.8669,48300,48300,48300,48300,49300,49300,NA,NA,NA,51700,51700,52700,52700,53200,53700,53700,53200,53200,53200,53200,54100,54600,54600,55600,55600,55600,55600,55600,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,56100,55600,55600,55600,56100,56100,54600,54600,54600,54600,NA,NA,"WK"
9941,"T0000190","inverted-u",0.0204,15.4598,54100,54100,54600,55100,54600,55600,55600,58100,57600,59000,58500,58500,59000,59000,60000,60500,60500,60500,60500,61000,61000,61000,61000,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61500,61000,61000,61000,61000,61000,61000,60500,60500,59000,59000,59500,NA,NA,NA,NA,"WK"
9942,"T0000190","flat",0.0296,15.7388,44900,45800,44900,45400,44900,45400,44900,45800,45800,NA,45400,44900,45800,45400,44900,44900,45400,44900,44900,45400,45400,44900,44900,44900,45400,44900,44900,44900,44900,44900,44900,44900,44900,44400,NA,NA,45400,44400,NA,NA,NA,NA,NA,44400,NA,44400,NA,NA,NA,NA,"WK"
9943,"T0000190","flat-mz",0.0465,16.0046,45400,45800,45800,45800,46800,46300,46800,46800,46800,47300,47300,47300,47300,47800,NA,NA,NA,50700,NA,51200,51700,51200,51200,51200,51200,51200,51200,51700,50700,50700,51200,50200,50200,NA,48300,47800,48300,47800,47800,47800,47300,47300,47300,46800,46300,NA,NA,45400,44900,NA,"WK"
9944,"T0000190","short-ur",0.0071,16.3097,51700,51700,51700,51700,52700,52700,52700,52700,52700,52700,52700,53200,53200,53200,53200,53200,53200,53200,53700,53700,53700,54100,54100,54100,54100,55100,55100,55100,54600,54600,54600,54600,56100,56100,56100,NA,NA,NA,NA,NA,NA,NA,57600,57600,57600,57600,58100,58100,58100,58100,"WK"
9945,"T0000190","short",0.0066,17.7684,53700,53700,53700,53700,54100,54100,54100,54100,54100,54100,54100,54100,54600,54600,54600,54600,54600,54600,54600,55100,55100,55100,55100,55100,55100,55100,55100,56100,56100,56100,56100,56600,56600,56600,56100,56100,56100,56100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,NA,"WK"
9946,"T0000190","trill",0.0394,18.0106,NA,71700,71700,72200,72200,72200,72200,72700,71700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70300,NA,NA,NA,70300,NA,NA,NA,NA,NA,NA,NA,NA,NA,70300,72200,73200,72200,72700,71200,NA,NA,NA,"WK"
