"","label","file.name","recording","strain"
"611","short","T0000302","PupsSep","WK"
"612","short","T0000302","PupsSep","WK"
"613","short","T0000302","PupsSep","WK"
"614","short","T0000302","PupsSep","WK"
"615","flat","T0000085","MBT","SD"
"616","flat","T0000085","MBT","SD"
"617","flat","T0000085","MBT","SD"
"618","flat-z","T0000085","MBT","SD"
"619","flat-z","T0000085","MBT","SD"
"620","flat-z","T0000085","MBT","SD"
"621","flat-z","T0000085","MBT","SD"
"622","flat","T0000085","MBT","SD"
"623","flat","T0000085","MBT","SD"
"624","flat","T0000085","MBT","SD"
"625","flat","T0000085","MBT","SD"
"626","flat","T0000085","MBT","SD"
"627","flat","T0000085","MBT","SD"
"628","flat under flat","T0000085","MBT","SD"
"629","flat","T0000085","MBT","SD"
"630","flat under short","T0000085","MBT","SD"
"631","flat-z over flat","T0000085","MBT","SD"
"632","flat-z","T0000085","MBT","SD"
"633","flat","T0000085","MBT","SD"
"634","flat-mz","T0000085","MBT","SD"
"635","flat-z","T0000085","MBT","SD"
"636","flat","T0000085","MBT","SD"
"637","flat","T0000085","MBT","SD"
"638","flat","T0000085","MBT","SD"
"639","flat under flat","T0000085","MBT","SD"
"640","flat","T0000085","MBT","SD"
"641","flat","T0000085","MBT","SD"
"642","flat","T0000085","MBT","SD"
"643","flat","T0000085","MBT","SD"
"644","short","T0000085","MBT","SD"
"645","short","T0000085","MBT","SD"
"646","flat-z","T0000085","MBT","SD"
"647","flat","T0000085","MBT","SD"
"648","flat","T0000085","MBT","SD"
"649","flat","T0000085","MBT","SD"
"650","flat","T0000085","MBT","SD"
"651","flat","T0000085","MBT","SD"
"652","flat","T0000085","MBT","SD"
"653","flat-z","T0000085","MBT","SD"
"654","flat","T0000085","MBT","SD"
"655","flat","T0000085","MBT","SD"
"656","flat","T0000085","MBT","SD"
"657","flat","T0000085","MBT","SD"
"658","flat","T0000085","MBT","SD"
"659","short","T0000085","MBT","SD"
"660","flat","T0000085","MBT","SD"
"661","flat","T0000085","MBT","SD"
"662","flat over flat","T0000085","MBT","SD"
"663","flat","T0000085","MBT","SD"
"664","flat","T0000085","MBT","SD"
"665","flat und flat-z","T0000085","MBT","SD"
"666","flat","T0000085","MBT","SD"
"667","flat-z","T0000085","MBT","SD"
"668","flat und flat-z","T0000085","MBT","SD"
"669","flat","T0000085","MBT","SD"
"670","flat","T0000085","MBT","SD"
"671","flat-z","T0000085","MBT","SD"
"672","flat und flat-z","T0000085","MBT","SD"
"673","flat","T0000085","MBT","SD"
"674","flat over flat","T0000085","MBT","SD"
"675","flat","T0000085","MBT","SD"
"676","flat","T0000085","MBT","SD"
"677","flat","T0000085","MBT","SD"
"678","flat","T0000085","MBT","SD"
"679","flat","T0000085","MBT","SD"
"680","flat","T0000085","MBT","SD"
"681","flat","T0000085","MBT","SD"
"682","flat","T0000085","MBT","SD"
"683","flat","T0000085","MBT","SD"
"684","flat","T0000085","MBT","SD"
"685","flat-z","T0000085","MBT","SD"
"686","flat","T0000085","MBT","SD"
"687","flat","T0000085","MBT","SD"
"688","flat","T0000085","MBT","SD"
"689","flat","T0000085","MBT","SD"
"690","flat","T0000085","MBT","SD"
"691","flat","T0000085","MBT","SD"
"692","flat-mz","T0000085","MBT","SD"
"693","flat","T0000085","MBT","SD"
"694","flat","T0000085","MBT","SD"
"695","flat","T0000085","MBT","SD"
"696","flat","T0000085","MBT","SD"
"697","flat","T0000085","MBT","SD"
"698","flat","T0000085","MBT","SD"
"699","flat","T0000085","MBT","SD"
"700","flat","T0000085","MBT","SD"
"701","flat","T0000085","MBT","SD"
"702","flat under flat","T0000085","MBT","SD"
"703","flat","T0000085","MBT","SD"
"704","flat","T0000085","MBT","SD"
"705","flat","T0000085","MBT","SD"
"706","flat","T0000085","MBT","SD"
"707","flat","T0000085","MBT","SD"
"708","flat","T0000085","MBT","SD"
"709","flat","T0000085","MBT","SD"
"710","flat","T0000085","MBT","SD"
"711","flat","T0000085","MBT","SD"
"712","flat under flat","T0000085","MBT","SD"
"713","flat","T0000085","MBT","SD"
"714","flat","T0000085","MBT","SD"
"715","flat","T0000085","MBT","SD"
"716","flat","T0000085","MBT","SD"
"717","flat","T0000085","MBT","SD"
"718","step up","T0000085","MBT","SD"
"719","flat","T0000085","MBT","SD"
"720","short","T0000085","MBT","SD"
"721","flat","T0000085","MBT","SD"
"722","flat","T0000085","MBT","SD"
"723","flat","T0000085","MBT","SD"
"724","flat","T0000085","MBT","SD"
"725","flat","T0000085","MBT","SD"
"726","flat under flat","T0000085","MBT","SD"
"727","flat under flat","T0000085","MBT","SD"
"728","unclear","T0000085","MBT","SD"
"729","flat","T0000085","MBT","SD"
"730","flat","T0000085","MBT","SD"
"731","flat","T0000085","MBT","SD"
"732","flat","T0000085","MBT","SD"
"733","flat","T0000085","MBT","SD"
"734","flat","T0000085","MBT","SD"
"735","flat","T0000085","MBT","SD"
"736","flat under flat","T0000085","MBT","SD"
"737","flat","T0000085","MBT","SD"
"738","flat","T0000085","MBT","SD"
"739","flat","T0000085","MBT","SD"
"740","flat","T0000085","MBT","SD"
"741","flat","T0000085","MBT","SD"
"742","flat","T0000085","MBT","SD"
"743","flat","T0000085","MBT","SD"
"744","flat","T0000085","MBT","SD"
"745","step down","T0000085","MBT","SD"
"746","flat","T0000085","MBT","SD"
"747","flat","T0000085","MBT","SD"
"748","flat under flat","T0000085","MBT","SD"
"749","flat","T0000085","MBT","SD"
"750","flat","T0000085","MBT","SD"
"751","flat","T0000085","MBT","SD"
"752","flat","T0000085","MBT","SD"
"753","flat","T0000085","MBT","SD"
"754","flat","T0000085","MBT","SD"
"755","flat","T0000085","MBT","SD"
"756","flat over flat","T0000085","MBT","SD"
"757","flat","T0000085","MBT","SD"
"758","flat","T0000085","MBT","SD"
"759","flat","T0000085","MBT","SD"
"760","flat","T0000085","MBT","SD"
"761","flat","T0000085","MBT","SD"
"762","flat","T0000085","MBT","SD"
"763","flat","T0000085","MBT","SD"
"764","flat","T0000085","MBT","SD"
"765","flat","T0000085","MBT","SD"
"766","flat","T0000085","MBT","SD"
"767","short","T0000085","MBT","SD"
"768","flat","T0000085","MBT","SD"
"769","flat","T0000085","MBT","SD"
"770","flat","T0000085","MBT","SD"
"771","flat","T0000085","MBT","SD"
"772","flat-z","T0000085","MBT","SD"
"773","flat","T0000085","MBT","SD"
"774","flat","T0000085","MBT","SD"
"775","flat","T0000085","MBT","SD"
"776","flat","T0000085","MBT","SD"
"777","flat-z","T0000085","MBT","SD"
"778","flat","T0000085","MBT","SD"
"779","flat","T0000085","MBT","SD"
"780","flat","T0000085","MBT","SD"
"781","flat","T0000085","MBT","SD"
"782","flat-z","T0000085","MBT","SD"
"783","flat","T0000085","MBT","SD"
"784","flat","T0000085","MBT","SD"
"785","flat","T0000085","MBT","SD"
"786","flat","T0000085","MBT","SD"
"787","step up","T0000085","MBT","SD"
"788","flat","T0000085","MBT","SD"
"789","flat","T0000085","MBT","SD"
"790","flat","T0000085","MBT","SD"
"791","flat under short-ur","T0000085","MBT","SD"
"792","flat-z","T0000085","MBT","SD"
"793","flat","T0000085","MBT","SD"
"794","flat","T0000085","MBT","SD"
"795","flat","T0000085","MBT","SD"
"796","flat","T0000085","MBT","SD"
"797","flat","T0000085","MBT","SD"
"798","flat","T0000085","MBT","SD"
"799","flat","T0000085","MBT","SD"
"800","flat","T0000085","MBT","SD"
"801","flat-z over flat","T0000085","MBT","SD"
"802","flat-z","T0000085","MBT","SD"
"803","flat-z","T0000085","MBT","SD"
"804","flat over flat","T0000085","MBT","SD"
"805","flat","T0000085","MBT","SD"
"806","flat-z","T0000085","MBT","SD"
"807","flat-mz","T0000085","MBT","SD"
"808","flat over flat","T0000085","MBT","SD"
"809","unclear","T0000085","MBT","SD"
"810","flat","T0000085","MBT","SD"
"811","flat","T0000085","MBT","SD"
"812","flat","T0000085","MBT","SD"
"813","flat over flat","T0000085","MBT","SD"
"814","flat over flat","T0000085","MBT","SD"
"815","flat over flat","T0000085","MBT","SD"
"816","flat under flat","T0000085","MBT","SD"
"817","flat","T0000085","MBT","SD"
"818","flat over flat","T0000085","MBT","SD"
"819","flat","T0000085","MBT","SD"
"820","flat","T0000085","MBT","SD"
"821","flat","T0000085","MBT","SD"
"822","flat over flat","T0000085","MBT","SD"
"823","flat","T0000085","MBT","SD"
"824","flat","T0000085","MBT","SD"
"825","flat-z","T0000085","MBT","SD"
"826","flat-z","T0000085","MBT","SD"
"827","flat-z","T0000085","MBT","SD"
"828","flat","T0000085","MBT","SD"
"829","flat under complex","T0000085","MBT","SD"
"830","flat","T0000085","MBT","SD"
"831","flat","T0000085","MBT","SD"
"832","flat","T0000085","MBT","SD"
"833","flat","T0000085","MBT","SD"
"834","flat","T0000085","MBT","SD"
"835","flat","T0000085","MBT","SD"
"836","flat","T0000085","MBT","SD"
"837","flat","T0000085","MBT","SD"
"838","flat over flat","T0000085","MBT","SD"
"839","inverted-u flat complex","T0000085","MBT","SD"
"840","flat-z","T0000085","MBT","SD"
"841","flat-z over flat","T0000085","MBT","SD"
"842","flat-z","T0000085","MBT","SD"
"843","flat","T0000085","MBT","SD"
"844","flat","T0000085","MBT","SD"
"845","flat","T0000085","MBT","SD"
"846","flat","T0000085","MBT","SD"
"847","flat","T0000085","MBT","SD"
"848","flat","T0000085","MBT","SD"
"849","flat","T0000085","MBT","SD"
"850","flat under flat","T0000085","MBT","SD"
"851","flat under flat","T0000085","MBT","SD"
"852","flat","T0000085","MBT","SD"
"853","flat","T0000085","MBT","SD"
"854","flat","T0000085","MBT","SD"
"855","flat","T0000085","MBT","SD"
"856","flat","T0000085","MBT","SD"
"857","flat under flat","T0000085","MBT","SD"
"858","flat under flat","T0000085","MBT","SD"
"859","flat","T0000085","MBT","SD"
"860","flat","T0000085","MBT","SD"
"861","flat","T0000085","MBT","SD"
"862","flat","T0000085","MBT","SD"
"863","flat","T0000085","MBT","SD"
"864","flat","T0000085","MBT","SD"
"865","flat","T0000085","MBT","SD"
"866","flat","T0000085","MBT","SD"
"867","flat","T0000085","MBT","SD"
"868","flat","T0000085","MBT","SD"
"869","flat","T0000085","MBT","SD"
"870","flat","T0000085","MBT","SD"
"871","flat-z ov flat und short","T0000085","MBT","SD"
"872","flat under flat","T0000085","MBT","SD"
"873","flat","T0000085","MBT","SD"
"874","flat","T0000085","MBT","SD"
"875","flat","T0000085","MBT","SD"
"876","flat","T0000085","MBT","SD"
"877","flat","T0000085","MBT","SD"
"878","flat","T0000085","MBT","SD"
"879","flat-z","T0000085","MBT","SD"
"880","short-su","T0000085","MBT","SD"
"881","flat","T0000085","MBT","SD"
"882","inverted-u","T0000085","MBT","SD"
"883","flat","T0000085","MBT","SD"
"884","flat","T0000085","MBT","SD"
"885","flat","T0000085","MBT","SD"
"886","flat","T0000085","MBT","SD"
"887","flat","T0000085","MBT","SD"
"888","flat","T0000085","MBT","SD"
"889","flat","T0000085","MBT","SD"
"890","flat","T0000085","MBT","SD"
"891","flat-z","T0000085","MBT","SD"
"892","flat","T0000085","MBT","SD"
"893","flat-z","T0000085","MBT","SD"
"894","flat-z under flat-z","T0000085","MBT","SD"
"895","flat-z under complex","T0000085","MBT","SD"
"896","flat","T0000085","MBT","SD"
"897","flat-z","T0000085","MBT","SD"
"898","flat over flat","T0000085","MBT","SD"
"899","flat","T0000085","MBT","SD"
"900","flat","T0000085","MBT","SD"
"901","flat under flat","T0000085","MBT","SD"
"902","flat under short","T0000085","MBT","SD"
"903","flat","T0000085","MBT","SD"
"904","flat","T0000085","MBT","SD"
"905","flat","T0000085","MBT","SD"
"906","flat","T0000085","MBT","SD"
"907","flat","T0000085","MBT","SD"
"908","flat","T0000085","MBT","SD"
"909","flat","T0000085","MBT","SD"
"910","flat","T0000085","MBT","SD"
"911","flat","T0000085","MBT","SD"
"912","short-short-c","T0000085","MBT","SD"
"913","flat","T0000085","MBT","SD"
"914","flat","T0000085","MBT","SD"
"915","flat","T0000085","MBT","SD"
"916","flat","T0000085","MBT","SD"
"917","flat","T0000085","MBT","SD"
"918","flat","T0000085","MBT","SD"
"919","flat","T0000085","MBT","SD"
"920","flat","T0000085","MBT","SD"
"921","flat","T0000085","MBT","SD"
"922","flat","T0000085","MBT","SD"
"923","flat","T0000085","MBT","SD"
"924","flat","T0000085","MBT","SD"
"925","flat","T0000085","MBT","SD"
"926","flat","T0000085","MBT","SD"
"927","flat","T0000085","MBT","SD"
"928","flat","T0000085","MBT","SD"
"929","flat","T0000085","MBT","SD"
"930","flat","T0000085","MBT","SD"
"931","flat","T0000085","MBT","SD"
"932","flat","T0000085","MBT","SD"
"933","flat","T0000085","MBT","SD"
"934","flat","T0000085","MBT","SD"
"935","flat","T0000085","MBT","SD"
"936","flat under flat","T0000085","MBT","SD"
"937","flat under flat","T0000085","MBT","SD"
"938","flat","T0000085","MBT","SD"
"939","flat-z under flat-z","T0000085","MBT","SD"
"940","step up over flat","T0000085","MBT","SD"
"941","short","T0000085","MBT","SD"
"942","flat-mz over flat","T0000085","MBT","SD"
"943","flat","T0000085","MBT","SD"
"944","flat-z","T0000085","MBT","SD"
"945","flat-z","T0000085","MBT","SD"
"946","flat","T0000085","MBT","SD"
"947","flat-mz","T0000085","MBT","SD"
"948","flat","T0000085","MBT","SD"
"949","flat","T0000085","MBT","SD"
"950","flat","T0000085","MBT","SD"
"951","flat","T0000085","MBT","SD"
"952","flat","T0000085","MBT","SD"
"953","flat-z","T0000085","MBT","SD"
"954","flat","T0000085","MBT","SD"
"955","short","T0000085","MBT","SD"
"956","complex","T0000085","MBT","SD"
"957","flat","T0000085","MBT","SD"
"958","flat","T0000085","MBT","SD"
"959","flat","T0000085","MBT","SD"
"960","short","T0000085","MBT","SD"
"961","flat","T0000085","MBT","SD"
"962","flat","T0000085","MBT","SD"
"963","flat","T0000085","MBT","SD"
"964","flat","T0000085","MBT","SD"
"965","flat","T0000085","MBT","SD"
"966","flat","T0000085","MBT","SD"
"967","flat","T0000085","MBT","SD"
"968","flat-mz","T0000085","MBT","SD"
"969","flat-z","T0000085","MBT","SD"
"970","flat-z","T0000085","MBT","SD"
"971","short","T0000085","MBT","SD"
"972","flat","T0000085","MBT","SD"
"973","short-dr","T0000085","MBT","SD"
"974","flat-z","T0000085","MBT","SD"
"975","flat-z","T0000085","MBT","SD"
"976","flat","T0000085","MBT","SD"
"977","flat-mz","T0000085","MBT","SD"
"978","flat","T0000085","MBT","SD"
"979","flat","T0000085","MBT","SD"
"980","flat","T0000085","MBT","SD"
"981","flat under flat","T0000085","MBT","SD"
"982","flat","T0000085","MBT","SD"
"983","flat","T0000085","MBT","SD"
"984","flat","T0000085","MBT","SD"
"985","flat","T0000085","MBT","SD"
"986","flat","T0000085","MBT","SD"
"987","short","T0000085","MBT","SD"
"988","flat over short","T0000085","MBT","SD"
"989","flat under flat","T0000085","MBT","SD"
"990","flat","T0000085","MBT","SD"
"991","flat under flat","T0000085","MBT","SD"
"992","flat-z","T0000085","MBT","SD"
"993","flat","T0000085","MBT","SD"
"994","flat","T0000085","MBT","SD"
"995","flat-z under flat","T0000085","MBT","SD"
"996","flat","T0000085","MBT","SD"
"997","flat under flat","T0000085","MBT","SD"
"998","flat under flat","T0000085","MBT","SD"
"999","flat","T0000085","MBT","SD"
"1000","flat","T0000085","MBT","SD"
"1001","flat","T0000085","MBT","SD"
"1002","flat","T0000085","MBT","SD"
"1003","flat","T0000085","MBT","SD"
"1004","flat","T0000085","MBT","SD"
"1005","flat","T0000085","MBT","SD"
"1006","flat","T0000085","MBT","SD"
"1007","flat","T0000085","MBT","SD"
"1008","step up","T0000085","MBT","SD"
"1009","flat","T0000085","MBT","SD"
"1010","flat","T0000085","MBT","SD"
"1011","flat","T0000085","MBT","SD"
"1012","flat","T0000085","MBT","SD"
"1013","flat-z","T0000085","MBT","SD"
"1014","unclear","T0000085","MBT","SD"
"1015","flat-mz","T0000085","MBT","SD"
"1016","flat","T0000085","MBT","SD"
"1017","flat under flat","T0000085","MBT","SD"
"1018","flat under flat-z","T0000085","MBT","SD"
"1019","step up","T0000085","MBT","SD"
"1020","flat","T0000085","MBT","SD"
"1021","flat","T0000085","MBT","SD"
"1022","flat","T0000085","MBT","SD"
"1023","flat","T0000085","MBT","SD"
"1024","flat","T0000085","MBT","SD"
"1025","flat","T0000085","MBT","SD"
"1026","flat","T0000085","MBT","SD"
"1027","flat","T0000085","MBT","SD"
"1028","flat","T0000085","MBT","SD"
"1029","flat","T0000085","MBT","SD"
"1030","flat","T0000085","MBT","SD"
"1031","flat","T0000085","MBT","SD"
"1032","flat","T0000085","MBT","SD"
"1033","flat-z","T0000085","MBT","SD"
"1034","flat","T0000085","MBT","SD"
"1035","flat","T0000085","MBT","SD"
"1036","flat","T0000085","MBT","SD"
"1037","step down","T0000085","MBT","SD"
"1038","flat","T0000085","MBT","SD"
"1039","flat","T0000085","MBT","SD"
"1040","flat","T0000085","MBT","SD"
"1041","flat","T0000085","MBT","SD"
"1042","flat","T0000085","MBT","SD"
"1043","unclear","T0000085","MBT","SD"
"1044","flat","T0000085","MBT","SD"
"1045","flat under flat","T0000085","MBT","SD"
"1046","flat","T0000085","MBT","SD"
"1047","flat","T0000085","MBT","SD"
"1048","flat over flat","T0000085","MBT","SD"
"1049","flat under flat","T0000085","MBT","SD"
"1050","flat-z under unclear","T0000085","MBT","SD"
"1051","flat-z","T0000085","MBT","SD"
"1052","flat","T0000085","MBT","SD"
"1053","flat","T0000085","MBT","SD"
"1054","flat und short und flatz","T0000085","MBT","SD"
"1055","step up","T0000085","MBT","SD"
"1056","short","T0000085","MBT","SD"
"1057","flat","T0000085","MBT","SD"
"1058","flat-z","T0000085","MBT","SD"
"1059","flat","T0000085","MBT","SD"
"1060","flat-z","T0000085","MBT","SD"
"1061","flat","T0000085","MBT","SD"
"1062","flat-z","T0000085","MBT","SD"
"1063","flat-z under flat-z","T0000085","MBT","SD"
"1064","flat under flat-mz","T0000085","MBT","SD"
"1065","flat","T0000085","MBT","SD"
"1066","flat-mz","T0000085","MBT","SD"
"1067","flat","T0000085","MBT","SD"
"1068","flat over flat","T0000085","MBT","SD"
"1069","flat","T0000085","MBT","SD"
"1070","flat","T0000085","MBT","SD"
"1071","flat","T0000085","MBT","SD"
"1072","step up","T0000085","MBT","SD"
"1073","short","T0000085","MBT","SD"
"1074","flat","T0000085","MBT","SD"
"1075","flat","T0000085","MBT","SD"
"1076","flat","T0000085","MBT","SD"
"1077","short under flat","T0000085","MBT","SD"
"1078","flat","T0000085","MBT","SD"
"1079","flat","T0000085","MBT","SD"
"1080","flat","T0000085","MBT","SD"
"1081","short","T0000085","MBT","SD"
"1082","flat","T0000085","MBT","SD"
"1083","flat","T0000085","MBT","SD"
"1084","flat","T0000085","MBT","SD"
"1085","flat-z","T0000085","MBT","SD"
"1086","flat-z","T0000085","MBT","SD"
"1087","short","T0000085","MBT","SD"
"1088","short","T0000085","MBT","SD"
"1089","flat","T0000085","MBT","SD"
"1090","flat","T0000085","MBT","SD"
"1091","flat","T0000085","MBT","SD"
"1092","complex","T0000085","MBT","SD"
"1093","flat over flat","T0000085","MBT","SD"
"1094","flat ov flat-mz","T0000085","MBT","SD"
"1095","flat","T0000085","MBT","SD"
"1096","flat-mz","T0000085","MBT","SD"
"1097","flat","T0000085","MBT","SD"
"1098","flat-mz","T0000085","MBT","SD"
"1099","flat","T0000085","MBT","SD"
"1100","flat under flat","T0000085","MBT","SD"
"1101","flat under flat","T0000085","MBT","SD"
"1102","flat","T0000085","MBT","SD"
"1103","flat","T0000085","MBT","SD"
"1104","flat","T0000085","MBT","SD"
"1105","flat","T0000085","MBT","SD"
"1106","flat","T0000085","MBT","SD"
"1107","unclear","T0000085","MBT","SD"
"1108","flat","T0000085","MBT","SD"
"1109","flat","T0000085","MBT","SD"
