"","unique.id","file.name","label","duration","start.time","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","strain"
"2964",2964,"T0000197","flat",0.0798,60.7631,NA,37100,NA,36600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36100,36100,NA,NA,36100,NA,NA,36100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37100,36600,37100,37100,37500,37500,38000,38000,38500,38500,39000,39500,40000,40000,40500,40500,39500,"SD"
"2965",2965,"T0000197","flat-mz",0.0588,60.9607,40000,39500,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41500,41500,39000,38500,39000,39000,39000,38500,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,41500,41000,41000,41000,41000,41500,41500,41500,41500,41500,41000,40500,39500,39000,"SD"
"2966",2966,"T0000197","flat",0.045,61.1558,38500,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39000,38500,"SD"
"2967",2967,"T0000197","flat",0.068,61.3314,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,37500,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,"SD"
"2968",2968,"T0000197","flat",0.1177,61.9555,34600,34600,NA,NA,34100,34100,34100,34600,34100,34100,34100,34100,34100,34100,34100,34600,34600,34600,34600,35100,34600,NA,NA,35600,NA,35100,35100,35100,35600,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36600,36600,37100,37100,37100,37500,37500,38000,37500,37500,"SD"
"2969",2969,"T0000197","flat-mz",0.0619,65.8278,38000,38500,38500,38500,38500,38500,38500,38500,38500,39000,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,38000,38000,38000,38500,38000,38500,38500,38500,38500,38500,38500,38500,39000,40000,40000,40500,40500,40500,40500,40500,40000,39500,39500,39000,38500,38500,38500,38500,38000,37500,"SD"
"2970",2970,"T0000197","flat",0.0998,65.987,37500,38000,38500,38500,38500,38500,38500,38500,38000,38000,38000,37500,37500,37500,37500,37500,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38000,38000,"SD"
"2971",2971,"T0000197","flat",0.1075,66.2015,39500,40000,41000,41500,39000,39000,38500,38500,38000,38000,38000,37500,37500,37100,37100,37100,37100,36600,NA,37500,37100,36600,36600,36600,36600,36100,36100,36100,36600,36600,36600,NA,NA,36600,36600,37100,36600,36600,37100,36600,37100,37100,37500,37500,37500,37500,37500,37500,37500,37100,"SD"
"2972",2972,"T0000197","flat",0.1489,66.434,NA,37500,38000,37500,37500,37100,36600,36600,36100,36100,36600,35600,35600,35600,35100,35100,35600,35600,35100,35100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35100,35600,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,36600,36600,36100,36100,"SD"
"2973",2973,"T0000197","flat",0.153,66.71,35100,36600,35600,35600,36100,35600,35600,35100,35600,35100,35100,35100,34600,35100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35100,35100,35100,34600,34100,33600,31700,"SD"
"2974",2974,"T0000197","flat",0.15,66.9844,35100,NA,36100,35600,35100,35600,35100,35100,35100,34600,34600,34600,34600,34100,34100,34100,34100,33600,34100,33600,33600,33600,33600,33600,34100,34100,34100,34100,34100,34100,34100,34100,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,34600,34600,33600,32200,"SD"
"2975",2975,"T0000197","flat",0.1525,67.2542,32700,34100,34600,34100,34100,34100,34100,34100,34100,34100,34100,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,34100,34100,34100,34100,34100,34100,34600,34600,34600,34600,34600,35100,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,34600,34100,32200,"SD"
"2976",2976,"T0000197","flat",0.1361,67.5261,33200,34100,34100,34100,34100,34100,34100,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,33600,34100,34100,34100,33600,34100,34100,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,34100,31700,"SD"
"2977",2977,"T0000197","flat",0.1372,67.7637,33200,34100,34100,35100,34600,35100,35100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,34600,34600,34600,34600,NA,34600,35100,35100,35600,35600,35100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35100,34600,34100,33200,"SD"
"2978",2978,"T0000197","flat",0.109,68.012,35100,NA,35600,34600,34600,NA,34600,35600,35600,34600,35100,35100,34600,35100,35100,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35100,35100,35100,35100,35100,35100,35600,36100,36100,36600,"SD"
"2979",2979,"T0000197","flat",0.1244,68.2327,34100,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,34600,34600,34600,34600,34600,34100,34100,34100,34100,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,34600,33600,32200,"SD"
"2980",2980,"T0000197","flat",0.1162,68.4687,34600,35100,35600,35600,35600,36600,36100,36100,36100,36100,35600,35600,35600,35600,35100,35100,35100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,35600,"SD"
"2981",2981,"T0000197","flat",0.1116,68.696,35600,35600,36100,36100,36600,36600,36600,36600,36600,37100,36600,36600,36600,36600,36600,36100,36100,35600,35600,35600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35100,35100,34600,"SD"
"2982",2982,"T0000197","flat",0.1218,68.9228,36100,36100,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,35600,35600,35600,35100,35100,35100,35100,35100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,35600,35100,35600,35600,35100,35100,35100,35100,35100,34600,"SD"
"2983",2983,"T0000197","flat-z",0.0778,72.3573,39500,42900,42900,43400,43900,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42400,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43900,43900,43900,43900,44400,44400,44400,44900,44400,43900,43400,43400,38000,NA,"SD"
"2984",2984,"T0000197","flat",0.0348,72.5422,43900,43900,43900,44400,44400,44900,44900,44900,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,46300,45800,45800,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45800,45400,45400,45400,45400,44900,44900,44900,43900,"SD"
"2985",2985,"T0000197","flat-mz",0.068,72.7101,38500,38500,39000,39500,39500,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41500,41900,41500,41500,41500,41500,41900,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,39000,38500,"SD"
"2986",2986,"T0000197","flat",0.0588,72.9139,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,38500,38500,39000,38500,38500,38500,39000,38500,38500,38500,38500,"SD"
"2987",2987,"T0000197","flat",0.0783,73.2666,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,38500,38500,38500,38500,38500,38000,38000,38000,38000,38000,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,37500,37500,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,37500,"SD"
"2988",2988,"T0000197","flat",0.0312,73.4673,40000,40000,40000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39000,39000,39000,39000,39000,39000,39000,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,39000,39000,38500,"SD"
"2989",2989,"T0000197","short",0.0066,74.3459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,NA,"SD"
"2990",2990,"T0000197","flat-z",0.0471,75.2102,38500,38500,38500,38500,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,40000,40500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41900,41900,41900,41900,41900,41500,"SD"
"2991",2991,"T0000197","flat-z",0.1003,75.372,42400,42900,42900,42900,42900,42900,42900,42400,42400,41900,41900,41500,41500,41000,40500,39500,39000,38500,38500,38500,38000,38000,38000,38000,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,38000,37500,"SD"
"2992",2992,"T0000197","short",0.0056,75.6101,NA,NA,NA,NA,NA,41000,41000,41000,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,"SD"
"2993",2993,"T0000197","flat",0.0645,75.7657,39000,39000,39500,39500,39500,40000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,39000,38500,"SD"
"2994",2994,"T0000197","flat",0.1008,77.314,40000,40000,40000,40000,40500,40500,40000,40000,40000,39500,39500,39500,39500,40000,40000,40000,40000,40000,40000,39500,39000,38500,38500,38500,39000,39000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,40500,40500,39000,38000,"SD"
"2995",2995,"T0000197","flat",0.0394,78.3518,41900,41500,41900,41900,41900,41900,41900,42400,41900,41900,42900,42400,42400,42400,41900,42400,41900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42900,42900,42400,41900,41500,41000,"SD"
"2996",2996,"T0000197","flat",0.0491,82.9946,37100,37500,37500,38000,38000,38000,38000,38500,38000,38500,38500,38500,38500,38000,38000,38500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,37500,37500,37500,37500,37500,37500,37500,"SD"
"2997",2997,"T0000197","flat",0.045,83.1897,37100,36600,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37100,37500,37500,37500,37100,37500,37500,37100,37500,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36600,36600,36600,35600,35600,"SD"
"2998",2998,"T0000197","flat",0.0215,83.3402,NA,NA,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36100,"SD"
"2999",2999,"T0000197","flat",0.1536,83.4631,36600,37500,37500,37500,37100,37500,37100,37100,37100,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,35600,36100,35600,35100,36100,35100,NA,35600,35100,35100,35100,35600,35100,35600,35600,NA,35600,35600,35100,35600,35600,36100,36100,36100,36600,36600,36600,37100,36600,36600,36600,"SD"
"3000",3000,"T0000197","flat",0.1617,83.7396,37500,37500,37500,37500,37500,37100,37100,36600,36600,36100,36100,35600,35600,35600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36100,36100,NA,35600,36600,"SD"
"3001",3001,"T0000197","flat",0.1454,84.0253,35600,36100,36600,36600,36600,36600,36600,36100,36100,36100,35600,35600,35600,35100,35100,35100,35100,34600,34600,34600,NA,34100,34600,33600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35100,34100,34600,NA,33600,NA,NA,NA,NA,NA,NA,34100,35100,34100,NA,"SD"
"3002",3002,"T0000197","flat",0.1469,84.2987,NA,37100,37500,36600,37100,37100,36600,35600,36100,36100,36100,36100,35600,35100,34600,35600,35100,35100,35100,35100,35100,35100,35100,35100,35100,34600,35100,34600,34600,34600,34100,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,34600,35100,35100,34600,34600,32700,"SD"
"3003",3003,"T0000197","flat",0.1592,84.5629,NA,34600,NA,36100,35100,36100,35600,35100,35600,35600,35100,35100,34600,34600,34600,34100,34100,34100,33600,33600,33600,33600,33600,33600,33600,33600,34100,34100,34100,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,34600,34600,33600,31700,"SD"
"3004",3004,"T0000197","flat",0.15,84.8384,33600,33600,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,34100,33600,33600,33600,33600,33600,33600,33600,33600,33600,34100,34100,34100,34100,34100,34100,34100,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,34600,33600,32700,"SD"
"3005",3005,"T0000197","flat",0.1459,85.1133,33200,33200,33600,33600,33600,33600,33600,33600,33600,33200,33200,33200,33200,33200,33200,33200,33600,33200,33200,33600,33200,33200,33200,33200,33600,33200,33600,33600,33600,33600,33600,33600,33600,34100,34100,34100,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34100,34100,33200,"SD"
"3006",3006,"T0000197","flat",0.15,85.3908,32700,33600,33600,33600,33600,33600,33600,33200,33200,33200,33200,33200,33200,32700,33200,33200,33200,33200,33200,33200,33200,33200,33600,33600,33200,33600,33200,33600,33600,33600,33600,34100,34100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34100,33600,31700,"SD"
"3007",3007,"T0000197","flat",0.129,85.6872,32700,32700,33200,33200,33200,33200,33200,33200,32700,33200,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33600,33600,33600,33600,33600,33200,33200,33600,33600,33200,33200,33200,32700,"SD"
"3008",3008,"T0000197","flat",0.0957,86.0067,NA,32200,32700,32200,32200,32200,32200,32200,32200,32200,32200,32200,32200,32200,32200,32200,32200,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,32700,33200,32700,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,33200,32700,"SD"
"3009",3009,"T0000197","flat",0.0972,87.5637,35600,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37100,37100,36600,36600,"SD"
"3010",3010,"T0000197","flat",0.0993,88.6225,37500,37500,38000,38000,38500,38500,38500,38500,38500,38500,38000,38000,37500,37500,37500,37100,37100,37100,36100,36600,36600,36100,35600,36100,35600,35600,36100,35600,35100,35600,36100,36100,36100,36100,36600,36600,36600,36600,37100,37100,37100,37100,37100,37500,37500,37500,37100,37100,37100,36600,"SD"
"3011",3011,"T0000197","flat",0.132,89.0199,37100,38000,38000,38000,38000,38000,38000,37500,37500,37500,37100,37100,36600,36600,36600,36100,NA,NA,35100,NA,34600,NA,NA,NA,35600,34600,NA,NA,NA,NA,NA,NA,NA,35100,NA,NA,NA,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,35600,"SD"
"3012",3012,"T0000197","flat",0.1489,89.2799,37100,37500,37500,37500,37500,37100,37100,36600,36600,36600,36100,36100,35600,35600,35600,35100,35100,35100,35100,34600,35100,35100,34600,34600,34600,35600,35100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,NA,34100,"SD"
"3013",3013,"T0000197","flat",0.11,89.5426,36600,37100,37100,37100,37100,37100,36600,36600,36600,36100,36100,36100,36100,35600,35600,35600,35100,35100,35100,35100,35100,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34600,34100,34100,34100,34100,34100,34100,34100,34100,33600,33600,33600,32700,31700,"SD"
"3014",3014,"T0000197","flat",0.0194,89.7761,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,38000,38000,38000,37500,37500,37500,38000,38000,38000,38000,38000,37500,38000,37500,37500,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,"SD"
"3015",3015,"T0000197","flat",0.0742,92.5291,NA,NA,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36600,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,"SD"
"3016",3016,"T0000197","flat",0.0378,92.7354,40000,40000,40000,40000,40000,40500,40500,40500,41000,41000,41000,41000,41000,40500,40500,40500,40500,40000,40000,39500,39500,39500,39500,39500,39000,39000,38500,38500,38500,38500,38500,38000,38000,38000,38000,37500,37500,37500,37500,38000,37500,37500,37100,37100,37100,37100,36600,36600,NA,NA,"SD"
"3017",3017,"T0000197","flat",0.1274,92.9121,37500,38000,38000,38000,37500,37500,37100,37100,36600,36600,36100,36100,35600,35600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35100,35100,35600,35600,35600,35600,35600,35600,35600,36100,35600,36100,36100,36100,36100,36600,36600,36600,36600,36600,37100,37100,37100,37100,36600,"SD"
"3018",3018,"T0000197","flat",0.1459,93.1461,37500,38000,38500,38000,38000,38000,37500,37500,37100,36600,36600,36600,36600,36600,36100,36100,36100,35600,36100,36100,35600,35600,35600,35600,35600,35600,35100,35600,35100,35600,35600,35600,35600,35600,35600,35100,35100,35600,36100,36100,36600,36600,36600,36600,37100,37100,37100,36600,36600,36100,"SD"
"3019",3019,"T0000197","flat",0.1372,93.5741,37500,37500,37500,37100,37100,36600,36600,35600,35600,35600,35100,34600,34600,34600,34600,35100,34600,34600,34600,34600,34600,34600,34600,35100,35100,35100,35100,35100,35100,35100,35100,35100,35600,35600,35600,35600,35600,36100,36100,36100,36100,36100,36600,36600,36600,37100,37100,37100,36600,36100,"SD"
"3020",3020,"T0000197","flat",0.1244,93.8137,36600,37100,37500,37500,37500,37100,37100,37100,36600,36600,36100,35600,35600,35600,35100,35600,35100,35100,35100,35100,35100,35100,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,35600,35600,35600,35600,35100,34100,"SD"
"3021",3021,"T0000197","flat",0.0931,94.0456,36100,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,35600,35600,35600,35600,35100,34600,"SD"
"3022",3022,"T0000197","flat",0.1141,94.2489,35600,36600,36600,37100,37100,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36600,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,35600,"SD"
"3023",3023,"T0000197","flat",0.1008,94.4814,36100,36600,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,36600,36600,36600,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,35600,35600,35600,35100,35100,35600,35100,34600,35600,35600,34600,34600,34600,33600,NA,"SD"
"3024",3024,"T0000197","flat",0.0578,94.6933,36100,36100,35600,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,"SD"
"3025",3025,"T0000197","flat-z",0.0875,98.816,38000,38500,39000,41500,41500,41500,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42400,"SD"
"3026",3026,"T0000197","flat",0.1172,99.6229,37500,38000,38000,38000,38000,38000,37500,37500,37500,37500,37100,37100,36600,36600,36600,36100,36100,36100,36100,35600,36100,35600,36100,36100,36600,36100,35100,35100,35100,36100,36100,35600,35600,36100,35600,36100,36600,35600,36100,35600,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,"SD"
"3027",3027,"T0000197","flat",0.1146,100.0596,36600,37100,37500,37100,37100,37100,37100,36600,36600,36100,35600,NA,NA,35600,NA,NA,34600,NA,NA,35600,35600,34600,34600,34600,34600,35100,35600,35600,35100,35600,35100,35600,35600,35600,34100,34100,34600,34600,34600,35600,35600,35600,34600,34600,NA,36100,36100,35600,35600,35600,"SD"
"3028",3028,"T0000197","flat",0.1484,100.6909,36600,37100,37100,37100,37100,36600,36600,36100,35600,35100,35100,NA,34600,34600,34600,34600,34600,34600,34600,35100,34600,34600,NA,NA,NA,NA,NA,NA,35100,36100,35100,35600,35100,35600,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,37100,37100,37500,37500,37500,36600,"SD"
"3029",3029,"T0000197","flat",0.1075,102.3682,37500,38000,38000,38000,38000,38000,38000,37500,37500,37100,37100,37100,36600,36600,36100,36100,37100,35600,36100,NA,NA,NA,36600,36600,36600,36600,37100,36600,37100,36600,37100,37100,36600,36600,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,38000,38000,38000,38000,38000,37500,"SD"
"3030",3030,"T0000197","flat",0.0814,103.1577,36600,37500,37500,37500,37500,37500,37500,37100,37100,37100,36600,36600,36600,36100,36100,35600,35600,36100,NA,NA,36100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35100,35100,35100,35100,36100,36100,36100,NA,35100,35100,NA,"SD"
"3031",3031,"T0000197","flat",0.1351,103.8248,36600,37500,37500,37500,37500,37500,37500,37100,36600,36600,36600,36100,36100,36100,36100,36600,35600,35600,36100,35600,36100,36100,36100,36100,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37500,37100,36600,"SD"
"3032",3032,"T0000197","flat",0.1305,104.067,37500,38500,38500,39000,38500,38500,38000,38000,37500,37500,37100,37100,36600,36600,36600,36600,36600,36100,36100,36600,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37500,37500,37500,37500,37500,37500,37100,37100,37100,37500,37500,37500,37500,37500,38000,38000,38000,38000,37500,37100,"SD"
"3033",3033,"T0000197","flat",0.1397,104.3071,37500,37500,38000,38500,38000,38000,38000,37500,37500,37500,37100,37100,37100,36600,36600,36100,36100,36100,36100,36100,36600,36600,36600,36600,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,37100,36600,37100,36600,36600,36600,36600,35600,35600,"SD"
"3034",3034,"T0000197","flat",0.1694,104.5621,37100,37500,38000,38000,37500,37500,37100,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36600,36100,36100,36600,36600,36600,36600,36600,36600,36600,37100,37100,37100,37100,36600,36100,"SD"
"3035",3035,"T0000197","flat",0.1648,104.8407,36100,36600,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,NA,NA,35100,35100,35100,35600,35100,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,36600,36600,36600,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,35600,34600,"SD"
"3036",3036,"T0000197","flat",0.0849,105.1136,37100,37100,37100,37100,37100,37500,37100,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,35600,35600,"SD"
"3037",3037,"T0000197","flat",0.1029,105.2999,36100,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,35600,36100,35600,NA,35100,35600,35100,35100,35600,35600,35100,35600,35100,35600,35600,35100,35100,35600,36100,NA,NA,36100,35100,35600,35100,35100,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,35600,36100,"SD"
"3038",3038,"T0000197","flat",0.089,105.5042,36100,36600,36600,37100,37100,37100,37100,37100,37100,37100,36600,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36600,36600,36600,36600,36600,36100,36100,36100,36100,"SD"
"3039",3039,"T0000197","flat",0.1111,105.6983,36600,37100,37100,37500,37500,37500,37500,37500,37500,37500,37100,37100,37100,36600,36600,36600,36100,36100,36100,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,36100,35600,35600,35600,35600,35100,"SD"
